question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,r1,r2,s,ground_truth
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,2.4370863,0.20752446,0.0,0.2797719,2.5313306,0.22550704,0.0,0.29893282,0.0,0.0,0.0,0.0,2.5313306,0.22550704,0.0,0.29893282,1.0,0,0.6931471805599453,7.4997473,3
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,2.3025324,0.7626946,0.38316,0.83483386,2.3747265,0.8020292,0.41656563,0.8753869,0.0,0.0,0.0,0.0,2.3747265,0.8020292,0.41656563,0.8753869,1.0,1,0.4054651081081644,7.0519857,4
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,2.2397232,0.887134,0.10969432,0.9168953,2.3000853,0.9146089,0.13119844,0.9448378,0.0,0.0,0.0,0.0,2.3000853,0.9146089,0.13119844,0.9448378,1.0,2,0.2876820724517809,6.839894,2
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.7005371,0.0,0.0,0.0,1.6118548,0.0,0.0,0.0,0.0766878,0.023261819,0.0,0.023261819,1.6118548,0.0,0.0,0.0,0.6666667,3,0.22314355131420976,5.0009346,1
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.51593,0.18662402,0.0,0.23508042,1.5495431,0.19673854,0.0,0.24644014,0.0,0.0,0.0,0.0,1.5495431,0.19673854,0.0,0.24644014,0.6666667,4,0.18232155679395462,4.6150165,0
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.7540739,0.31886095,0.25133243,0.5594847,1.3314668,0.042722374,0.0,0.14082837,0.1632729,0.084912315,0.061650496,0.084912315,1.3314668,0.042722374,0.0,0.14082837,1.0,5,0.1541506798272583,4.5802803,0
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.1620303,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,3.5283012,0
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.0572896,0.0,0.0,0.0,1.1144391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1144391,0.0,0.0,0.0,0.6666667,7,0.11778303565638346,3.2861679,0
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,1.0048659,0.0,0.0,0.0,1.0586548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0586548,0.0,0.0,0.0,0.6666667,8,0.1053605156578263,3.1221755,0
47d3e79b-65a5-4347-bdf0-e0c5a70cb032,0.97685945,0.0,0.0,0.0,1.0344136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0344136,0.0,0.0,0.0,0.6666667,9,0.09531017980432487,3.0456867,0
f36f853b-4aef-48fa-bee4-afca8a456098,1.1873766,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,1.0,0,0.6931471805599453,3.5883448,4
f36f853b-4aef-48fa-bee4-afca8a456098,1.1620303,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,1.0,1,0.4054651081081644,3.5283012,3
f36f853b-4aef-48fa-bee4-afca8a456098,0.74029607,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,1.0,2,0.2876820724517809,2.2555077,2
f36f853b-4aef-48fa-bee4-afca8a456098,0.6891326,0.0,0.0,0.0,0.68400073,0.0,0.0,0.0,0.017314352,0.0,0.0,0.0,0.68400073,0.0,0.0,0.0,1.0,3,0.22314355131420976,2.0744483,1
f36f853b-4aef-48fa-bee4-afca8a456098,0.5290712,0.0,0.0,0.0,0.68400073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68400073,0.0,0.0,0.0,1.0,4,0.18232155679395462,1.8970727,0
f36f853b-4aef-48fa-bee4-afca8a456098,0.5960945,0.0,0.0,0.0,0.6200015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6200015,0.0,0.0,0.0,0.5,5,0.1541506798272583,1.8360975,0
f36f853b-4aef-48fa-bee4-afca8a456098,0.6055292,0.0,0.0,0.0,0.56009424,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,0.56009424,0.0,0.0,0.0,1.0,6,0.13353139262452263,1.7640616,0
f36f853b-4aef-48fa-bee4-afca8a456098,0.559894,0.0,0.0,0.0,0.57343847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57343847,0.0,0.0,0.0,0.5,7,0.11778303565638346,1.7067709,0
f36f853b-4aef-48fa-bee4-afca8a456098,0.5179948,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.5,8,0.1053605156578263,1.5779133,0
f36f853b-4aef-48fa-bee4-afca8a456098,0.4838472,0.0,0.0,0.0,0.49581155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49581155,0.0,0.0,0.0,0.5,9,0.09531017980432487,1.4754703,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,2.1046996,0.0,0.0,0.0,2.0787628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0787628,0.0,0.0,0.0,1.0,0,0.6931471805599453,6.262225,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,1.5783015,0.0,0.0,0.0,1.5902402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5902402,0.0,0.0,0.0,0.6666667,1,0.4054651081081644,4.758782,3
91a20d5e-7ca4-469b-80b4-d9d851b21686,1.5261955,0.0,0.0,0.0,1.5151061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151061,0.0,0.0,0.0,0.33333334,2,0.2876820724517809,4.556408,1
91a20d5e-7ca4-469b-80b4-d9d851b21686,1.4870899,0.0,0.0,0.0,1.4751666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4751666,0.0,0.0,0.0,0.33333334,3,0.22314355131420976,4.4374228,2
91a20d5e-7ca4-469b-80b4-d9d851b21686,1.1873766,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,0.33333334,4,0.18232155679395462,3.5883448,4
91a20d5e-7ca4-469b-80b4-d9d851b21686,0.7800578,0.0,0.0,0.0,0.84929967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84929967,0.0,0.0,0.0,0.6666667,5,0.1541506798272583,2.4786572,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,0.74029607,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,0.33333334,6,0.13353139262452263,2.2555077,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,0.559894,0.0,0.0,0.0,0.57343847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57343847,0.0,0.0,0.0,0.33333334,7,0.11778303565638346,1.7067709,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,0.54908425,0.0,0.0,0.0,0.49581155,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,0.49581155,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,1.5790513,0
91a20d5e-7ca4-469b-80b4-d9d851b21686,0.5179948,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,1.5779133,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,1.2837839,0.0,0.0,0.008693461,1.288861,0.0,0.0,0.006008243,0.0,0.0,0.0,0.0,1.288861,0.0,0.0,0.006008243,1.0,0,0.6931471805599453,3.861506,4
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,1.1873766,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,1.1813122,0.0,0.0,0.0,1.0,1,0.4054651081081644,3.5883448,3
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,1.1620303,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1831354,0.0,0.0,0.0,1.0,2,0.2876820724517809,3.5283012,1
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,1.0820858,0.0,0.0,0.0,1.085243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.085243,0.0,0.0,0.0,1.0,3,0.22314355131420976,3.2525718,2
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.74029607,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75760585,0.0,0.0,0.0,1.0,4,0.18232155679395462,2.2555077,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.62185967,0.0,0.0,0.0,0.5657488,0.0,0.0,0.0,0.0383439,0.0,0.0,0.0,0.5657488,0.0,0.0,0.0,1.0,5,0.1541506798272583,1.7917012,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.5179948,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5299592,0.0,0.0,0.0,0.5,6,0.13353139262452263,1.5779133,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.5154813,0.0,0.0,0.0,0.50701416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50701416,0.0,0.0,0.0,0.5,7,0.11778303565638346,1.5295095,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.5133195,0.0,0.0,0.0,0.50725704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50725704,0.0,0.0,0.0,0.5,8,0.1053605156578263,1.5278336,0
3b0bec54-6efe-4cc5-8ec6-838b4a73b581,0.4482029,0.0,0.0,0.0,0.5281281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5281281,0.0,0.0,0.0,1.0,9,0.09531017980432487,1.5044591,0
620d45ae-53cd-4390-9aa7-5906271bd5de,2.194911,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.8,0,0.6931471805599453,6.5587463,3
620d45ae-53cd-4390-9aa7-5906271bd5de,1.8374542,0.0,0.0,0.0,1.8997217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8997217,0.0,0.0,0.0,0.2,1,0.4054651081081644,5.6368976,1
620d45ae-53cd-4390-9aa7-5906271bd5de,1.7683562,0.0,0.0,0.0,1.7462312,0.0,0.0,0.0,0.0702039,0.0,0.0,0.0,1.7462312,0.0,0.0,0.0,0.2,2,0.2876820724517809,5.3310223,0
620d45ae-53cd-4390-9aa7-5906271bd5de,1.7830033,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.8,3,0.22314355131420976,5.291466,4
620d45ae-53cd-4390-9aa7-5906271bd5de,1.658593,0.13643391,0.0,0.13643391,1.6398573,0.13102491,0.0,0.13102491,0.0,0.0,0.0,0.0,1.6398573,0.13102491,0.0,0.13102491,0.6,4,0.18232155679395462,4.938308,2
620d45ae-53cd-4390-9aa7-5906271bd5de,1.6338,0.0,0.0,0.0,1.5939156,0.0,0.0,0.0,0.0702039,0.0,0.0,0.0,1.5939156,0.0,0.0,0.0,0.2,5,0.1541506798272583,4.891835,0
620d45ae-53cd-4390-9aa7-5906271bd5de,1.4924066,0.0,0.2772724,0.0,1.5069225,0.0,0.27334976,0.0,0.0,0.0,0.0,0.0,1.5069225,0.0,0.27334976,0.0,0.6,6,0.13353139262452263,4.5062513,0
620d45ae-53cd-4390-9aa7-5906271bd5de,1.1756636,0.0,0.0,0.0,1.1080583,0.0,0.0,0.0,0.06887428,0.0,0.0,0.0,1.1080583,0.0,0.0,0.0,0.2,7,0.11778303565638346,3.4606545,0
620d45ae-53cd-4390-9aa7-5906271bd5de,1.110933,0.0,0.0,0.0,1.0857391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857391,0.0,0.0,0.0,0.8,8,0.1053605156578263,3.282411,0
620d45ae-53cd-4390-9aa7-5906271bd5de,1.0225184,0.2635738,0.0,0.34869456,1.0115833,0.25794363,0.0,0.34236923,0.0,0.0,0.0,0.0,1.0115833,0.25794363,0.0,0.34236923,0.4,9,0.09531017980432487,3.045685,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,2.7503676,0.0,0.0,0.0,2.6649837,0.0,0.0,0.0,0.16795579,0.0,0.0,0.0,2.6649837,0.0,0.0,0.0,0.2,0,0.6931471805599453,8.248291,4
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,2.4204476,0.0,0.0,0.0,2.4798212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4798212,0.0,0.0,0.0,0.8,1,0.4054651081081644,7.3800898,3
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,2.194911,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.8,2,0.2876820724517809,6.5587463,2
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.7830033,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.8,3,0.22314355131420976,5.291466,1
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.658593,0.13643391,0.0,0.13643391,1.6398573,0.13102491,0.0,0.13102491,0.0,0.0,0.0,0.0,1.6398573,0.13102491,0.0,0.13102491,0.6,4,0.18232155679395462,4.938308,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.1756636,0.0,0.0,0.0,1.28453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28453,0.0,0.0,0.0,0.2,5,0.1541506798272583,3.7447238,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.110933,0.0,0.0,0.0,1.0857391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857391,0.0,0.0,0.0,0.8,6,0.13353139262452263,3.282411,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.0979776,0.0,0.2772724,0.0,1.0878927,0.0,0.27334976,0.0,0.0,0.0,0.0,0.0,1.0878927,0.0,0.27334976,0.0,0.4,7,0.11778303565638346,3.273763,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,1.0225184,0.2635738,0.0,0.34869456,1.0115833,0.25794363,0.0,0.34236923,0.0,0.0,0.0,0.0,1.0115833,0.25794363,0.0,0.34236923,0.4,8,0.1053605156578263,3.045685,0
eaa0c90b-dc66-47aa-a889-ca060c1da0ba,0.9319104,0.0,0.0,0.025756614,1.0057526,0.028574253,0.0,0.08353893,0.0,0.0,0.0,0.0,1.0057526,0.028574253,0.0,0.08353893,0.4,9,0.09531017980432487,2.9434156,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,2.504538,0.2635738,0.0,0.34869456,2.5143576,0.25794363,0.0,0.34236923,0.0,0.0,0.0,0.0,2.5143576,0.25794363,0.0,0.34236923,0.5,0,0.6931471805599453,7.533253,3
54ce710a-0ecd-4c68-98f6-ec9faec6f273,2.3059833,0.0,0.0,0.0,2.3035622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3035622,0.0,0.0,0.0,0.8333334,1,0.4054651081081644,6.913108,1
54ce710a-0ecd-4c68-98f6-ec9faec6f273,2.2320232,0.0,0.0,0.0,2.3181968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3181968,0.0,0.0,0.0,0.6666667,2,0.2876820724517809,6.868417,2
54ce710a-0ecd-4c68-98f6-ec9faec6f273,2.4401066,1.8873616,0.0,1.8873616,1.7449082,1.1220351,0.0,1.1220351,0.2559784,0.13129668,0.0,0.13129668,1.7449082,1.1220351,0.0,1.1220351,0.33333334,3,0.22314355131420976,6.1859016,4
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.9584172,0.0,0.0,0.0,2.0472379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0472379,0.0,0.0,0.0,0.6666667,4,0.18232155679395462,6.0528927,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.7830033,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7542315,0.0,0.0,0.0,0.6666667,5,0.1541506798272583,5.291466,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.658593,0.13643391,0.0,0.13643391,1.6398573,0.13102491,0.0,0.13102491,0.0,0.0,0.0,0.0,1.6398573,0.13102491,0.0,0.13102491,0.5,6,0.13353139262452263,4.938308,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.5593244,0.9546503,0.0,0.9546503,1.644463,1.0215899,0.0,1.0215899,0.0,0.0,0.0,0.0,1.644463,1.0215899,0.0,1.0215899,0.33333334,7,0.11778303565638346,4.8482504,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.5125091,0.90783495,0.0,0.90783495,1.5976475,0.97477454,0.0,0.97477454,0.0,0.0,0.0,0.0,1.5976475,0.97477454,0.0,0.97477454,0.33333334,8,0.1053605156578263,4.707804,0
54ce710a-0ecd-4c68-98f6-ec9faec6f273,1.5168905,0.089181215,0.0,0.089181215,1.5214077,0.08700977,0.0,0.08700977,0.0,0.0,0.0,0.0,1.5214077,0.08700977,0.0,0.08700977,0.5,9,0.09531017980432487,4.5597057,0
32166866-c83a-4708-8228-8ae991238bad,2.1740606,0.06131602,0.0,0.13168177,2.2726152,0.14250286,0.0,0.2133265,0.16795579,0.0,0.0,0.0,2.2726152,0.14250286,0.0,0.2133265,0.6,0,0.6931471805599453,6.8872466,4
32166866-c83a-4708-8228-8ae991238bad,2.194911,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.6,1,0.4054651081081644,6.5587463,3
32166866-c83a-4708-8228-8ae991238bad,2.0781214,0.0,0.0,0.0,2.0576982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0576982,0.0,0.0,0.0,0.8,2,0.2876820724517809,6.1935177,2
32166866-c83a-4708-8228-8ae991238bad,1.6499982,0.0,0.0,0.0,1.6340723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6340723,0.0,0.0,0.0,0.8,3,0.22314355131420976,4.918143,1
32166866-c83a-4708-8228-8ae991238bad,1.0927764,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.4,4,0.18232155679395462,3.249187,0
32166866-c83a-4708-8228-8ae991238bad,0.90751004,0.0,0.0,0.0,0.9080472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9080472,0.0,0.0,0.0,0.4,5,0.1541506798272583,2.7236044,0
32166866-c83a-4708-8228-8ae991238bad,0.89202756,0.0,0.0,0.0,0.8896011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8896011,0.0,0.0,0.0,0.4,6,0.13353139262452263,2.6712298,0
32166866-c83a-4708-8228-8ae991238bad,0.67958945,0.0,0.0,0.0,0.9406309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9406309,0.0,0.0,0.0,0.4,7,0.11778303565638346,2.5608513,0
32166866-c83a-4708-8228-8ae991238bad,0.8428839,0.0,0.0,0.0,0.83472794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83472794,0.0,0.0,0.0,0.2,8,0.1053605156578263,2.5123398,0
32166866-c83a-4708-8228-8ae991238bad,0.8414892,0.0,0.0,0.0,0.83357805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83357805,0.0,0.0,0.0,0.6,9,0.09531017980432487,2.5086453,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,4.781626,3.091051,0.7590797,3.4079993,4.4877796,2.4115455,0.5055227,2.8330395,0.28240663,0.14450568,0.0,0.14450568,4.4877796,2.4115455,0.5055227,2.8330395,0.6666667,0,0.6931471805599453,14.039592,4
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,2.7369022,0.0,0.0,0.0,2.8042922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8042922,0.0,0.0,0.0,0.8333334,1,0.4054651081081644,8.345487,3
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,2.4828773,0.0,0.0,0.0,2.4463394,0.0,0.0,0.0,0.026103416,0.0,0.0,0.0,2.4463394,0.0,0.0,0.0,0.6666667,2,0.2876820724517809,7.4016595,2
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,2.0648317,0.0,0.0,0.0,2.1358001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1358001,0.0,0.0,0.0,0.8333334,3,0.22314355131420976,6.336432,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.6741469,0.0,0.0,0.0,1.7643386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7643386,0.0,0.0,0.0,0.5,4,0.18232155679395462,5.202824,1
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.4478003,0.0,0.0,0.0,1.5345289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5345289,0.0,0.0,0.0,0.33333334,5,0.1541506798272583,4.516858,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.1795474,0.0,0.0,0.0,1.2726191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2726191,0.0,0.0,0.0,0.5,6,0.13353139262452263,3.7247858,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.1795474,0.0,0.0,0.0,1.2726191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2726191,0.0,0.0,0.0,0.16666667,7,0.11778303565638346,3.7247858,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.0927764,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.33333334,8,0.1053605156578263,3.249187,0
8fa98ef5-49ac-45d6-9e0b-8773cd6db800,1.0019625,0.0,0.0,0.0,0.9770154,0.0,0.0,0.0,0.026103416,0.0,0.0,0.0,0.9770154,0.0,0.0,0.0,0.33333334,9,0.09531017980432487,2.9820967,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,2.849804,0.0,0.0,0.0,2.7755935,0.0,0.0,0.0,0.16795579,0.0,0.0,0.0,2.7755935,0.0,0.0,0.0,0.25,0,0.6931471805599453,8.568947,4
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,2.194911,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.75,1,0.4054651081081644,6.5587463,3
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,1.8103611,0.0,0.0,0.0,1.8819635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8819635,0.0,0.0,0.0,0.5,2,0.2876820724517809,5.5742884,2
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,1.687355,0.0,0.0,0.0,1.6616734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6616734,0.0,0.0,0.0,0.75,3,0.22314355131420976,5.010702,1
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,1.0927764,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0782053,0.0,0.0,0.0,0.5,4,0.18232155679395462,3.249187,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,0.9602963,0.0,0.0,0.0,1.0387803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0387803,0.0,0.0,0.0,0.5,5,0.1541506798272583,3.037857,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,1.0152845,0.0,0.0,0.0,0.99318117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99318117,0.0,0.0,0.0,0.75,6,0.13353139262452263,3.001647,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,0.8428839,0.0,0.0,0.0,0.83472794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83472794,0.0,0.0,0.0,0.25,7,0.11778303565638346,2.5123398,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,0.6680306,0.0,0.0,0.0,0.6601859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6601859,0.0,0.0,0.0,0.25,8,0.1053605156578263,1.9884024,0
48ddd7c9-150c-4f99-ab2e-ab1b8c25ad06,0.5957055,0.0,0.0,0.0,0.5859856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5859856,0.0,0.0,0.0,0.5,9,0.09531017980432487,1.7676767,0
837c2233-803f-4d87-bd90-4310778d353e,2.7503676,0.0,0.0,0.0,2.6649837,0.0,0.0,0.0,0.16795579,0.0,0.0,0.0,2.6649837,0.0,0.0,0.0,0.25,0,0.6931471805599453,8.248291,4
837c2233-803f-4d87-bd90-4310778d353e,2.194911,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819177,0.0,0.0,0.0,0.75,1,0.4054651081081644,6.5587463,2
